Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Account__c,Autopilot__c,Battery__c,Billing_Status__c,Cancelled__c,Delivery_Date__c,Hydraulic_System__c,Interior__c,Loan_Application__c,Manufacturing_Status__c,Model__c,Owner__c,Paint__c,Payment_Type__c,Prediction_Sample__c,Price__c,Rear_Seats__c,SAP_ID__c,Self_Driving__c,Spoiler__c,Status__c,Sunroof__c,Web_ID__c,Wheels__c,Year__c
a040U000002BaIVQA0,0050U000003lEZMQA2,,V-000228,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqXQAW,1,100 kWh,Not Invoiced,,,,Black Premium,,,Flash,0030U00000qIjsSQAS,230,Loan,,68575,1,,,1,Purchase,1,,"19"" Onyx Black Spinners",2020
a040U000002BaIWQA0,0050U000003lEZMQA2,,V-000229,2020-05-30T05:27:53.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:54.000+0000,,,,0010U000012MUqYQAW,,100 kWh,Not Invoiced,,,1,Cream Premium,,Delivered,Flare,0030U00000qIjsTQAS,1000,Cash,,54875,,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKgQAK,0050U000003lEZMQA2,,V-000363,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsiQAG,,100 kWh,Not Invoiced,,,,Black Premium,,Stamping,Flare,0030U00000qIjudQAC,230,Cash,,52075,1,,,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKhQAK,0050U000003lEZMQA2,,V-000364,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsjQAG,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjueQAC,230,Loan,,56500,,,1,,Delivery,1,,"19"" Silver Wheels",2020
a040U000002BaKiQAK,0050U000003lEZMQA2,,V-000365,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUskQAG,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjufQAC,130,Loan,,56500,,,1,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKjQAK,0050U000003lEZMQA2,,V-000366,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUslQAG,,100P kWh,Not Invoiced,,,1,Black Textile,,Shipping,Flint,0030U00000qIjugQAC,130,Cash,,46675,1,,,1,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKkQAK,0050U000003lEZMQA2,,V-000367,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsmQAG,1,100 kWh,Not Invoiced,,,1,Cream Premium,,Stamping,Flare,0030U00000qIjuhQAC,230,Loan,,62675,1,,1,1,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a040U000002BaKlQAK,0050U000003lEZMQA2,,V-000368,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsnQAG,1,100P kWh,Not Invoiced,,,1,Black Textile,,,Flare,0030U00000qIjuiQAC,230,Cash,,61675,1,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKmQAK,0050U000003lEZMQA2,,V-000369,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsoQAG,,100P kWh,Not Invoiced,,,1,Black Premium,,,Flint,0030U00000qIjujQAC,1000,Cash,,49675,1,,1,1,Delivery,1,,"19"" Silver Wheels",2020
a040U000002BaKnQAK,0050U000003lEZMQA2,,V-000370,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUspQAG,1,100P kWh,Not Invoiced,,,,White Premium,,,Flash,0030U00000qIjukQAC,230,Cash,,73575,1,,1,1,Purchase,1,,"19"" Onyx Black Spinners",2020
a040U000002BaKoQAK,0050U000003lEZMQA2,,V-000371,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:56.000+0000,2020-05-30T05:27:56.000+0000,0010U000012MUsqQAG,,100 kWh,Not Invoiced,,,,Cream Premium,,,Flare,0030U00000qIjulQAC,1000,Cash,,56575,1,,1,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKpQAK,0050U000003lEZMQA2,,V-000372,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUsrQAG,,100P kWh,Not Invoiced,,,,Light Premium,,,Flash,0030U00000qIjumQAC,1000,Loan,,65775,,,1,1,Purchase,,,"19"" Onyx Black Spinners",2020
a040U000002BaKqQAK,0050U000003lEZMQA2,,V-000373,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUssQAG,1,100 kWh,Not Invoiced,,,1,Light Premium,,,Flash,0030U00000qIjunQAC,55,Loan,,68175,1,,,1,Purchase,,,"19"" Onyx Black Spinners",2020
a040U000002BaKrQAK,0050U000003lEZMQA2,,V-000374,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUstQAG,1,100P kWh,Not Invoiced,,,1,Cream Premium,,Assembly,Flare,0030U00000qIjuoQAC,4150,Cash,,61875,,,1,1,Manufacturing,,,"19"" Silver Wheels",2020
a040U000002BaKsQAK,0050U000003lEZMQA2,,V-000375,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUsuQAG,,100P kWh,Not Invoiced,,,,Black Premium,,,Flare,0030U00000qIjupQAC,0,Loan,,54275,,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKtQAK,0050U000003lEZMQA2,,V-000376,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUsvQAG,,75 kWh,Not Invoiced,1,,,Cream Premium,,,Flash,0030U00000qIjuqQAC,1000,Cash,,58000,,,1,,Purchase,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKuQAK,0050U000003lEZMQA2,,V-000377,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUswQAG,1,100 kWh,Not Invoiced,,,1,Black Textile,,,Flare,0030U00000qIjurQAC,130,Cash,,59875,,,1,1,Purchase,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKvQAK,0050U000003lEZMQA2,,V-000378,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUsxQAG,,100 kWh,Not Invoiced,,,1,Black Premium,,Assembly,Flare,0030U00000qIjusQAC,1000,Loan,,54675,1,,,1,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKwQAK,0050U000003lEZMQA2,,V-000379,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUsyQAG,1,100 kWh,Not Invoiced,,,,Cream Premium,,,Flint,0030U00000qIjutQAC,230,,,,,,,1,Evaluation,,,"19"" Silver Wheels",2020
a040U000002BaKxQAK,0050U000003lEZMQA2,,V-000380,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUszQAG,1,75 kWh,Not Invoiced,,,,Cream Premium,,Welding,Flint,0030U00000qIjuuQAC,230,Cash,,45075,1,,1,1,Manufacturing,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKyQAK,0050U000003lEZMQA2,,V-000381,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt0QAG,1,100 kWh,Not Invoiced,,,,White Premium,,,Flare,0030U00000qIjuvQAC,130,Cash,,57800,1,,,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaKzQAK,0050U000003lEZMQA2,,V-000382,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt1QAG,,75 kWh,Not Invoiced,,,1,Cream Premium,,,Flare,0030U00000qIjuwQAC,130,Cash,,50600,,,1,,Purchase,1,,"19"" Silver Wheels",2020
a040U000002BaL0QAK,0050U000003lEZMQA2,,V-000383,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt2QAG,,100 kWh,Not Invoiced,,,,Black Textile,,,Flare,0030U00000qIjuxQAC,230,Loan,,50775,,,,1,Ownership,,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL1QAK,0050U000003lEZMQA2,,V-000384,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt3QAG,,75 kWh,Not Invoiced,,,,Black Textile,,,Flare,0030U00000qIjuyQAC,4150,Cash,,51575,1,,1,1,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL2QAK,0050U000003lEZMQA2,,V-000385,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt4QAG,,75 kWh,Not Invoiced,,,,Black Premium,,Assembly,Flash,0030U00000qIjuzQAC,4150,Loan,,60275,,,1,1,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL3QAK,0050U000003lEZMQA2,,V-000386,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt5QAG,1,100P kWh,Not Invoiced,,,,Light Premium,,Shipping,Flare,0030U00000qIjv0QAC,230,Cash,,62275,,,1,1,Manufacturing,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL4QAK,0050U000003lEZMQA2,,V-000387,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt6QAG,1,100 kWh,Not Invoiced,,,,Light Premium,,,Flash,0030U00000qIjv1QAC,55,Loan,,68575,1,,,1,Delivery,1,,"19"" Silver Wheels",2020
a040U000002BaL5QAK,0050U000003lEZMQA2,,V-000388,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt7QAG,,75 kWh,Not Invoiced,,,,Light Premium,,,Flare,0030U00000qIjv2QAC,4150,Loan,,49500,,,1,,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL6QAK,0050U000003lEZMQA2,,V-000389,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt8QAG,1,100P kWh,Not Invoiced,,,1,White Premium,,Painting,Flint,0030U00000qIjv3QAC,1000,Cash,,49600,,,,,Manufacturing,1,,"19"" Onyx Black Spinners",2020
a040U000002BaL7QAK,0050U000003lEZMQA2,,V-000390,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUt9QAG,1,75 kWh,Not Invoiced,1,,,White Premium,,,Flash,0030U00000qIjv4QAC,1000,Loan,,62275,,,,1,Purchase,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaL8QAK,0050U000003lEZMQA2,,V-000391,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtAQAW,1,100P kWh,Not Invoiced,,,1,White Premium,,Assembly,Flare,0030U00000qIjv5QAC,0,Cash,,62400,1,,1,,Manufacturing,,,"19"" Silver Wheels",2020
a040U000002BaL9QAK,0050U000003lEZMQA2,,V-000392,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtBQAW,,100 kWh,Not Invoiced,,,,Black Premium,,,Flint,0030U00000qIjv6QAC,230,Cash,,43775,,,1,1,Ownership,,,"19"" Onyx Black Spinners",2020
a040U000002BaLAQA0,0050U000003lEZMQA2,,V-000393,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtCQAW,,100P kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjv7QAC,0,Cash,,56675,1,,,1,Delivery,1,,"19"" Sonic Carbon Wheels",2020
a040U000002BaLBQA0,0050U000003lEZMQA2,,V-000394,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtDQAW,1,100P kWh,Not Invoiced,1,,,Cream Premium,,,Flare,0030U00000qIjv8QAC,1000,Cash,,62075,1,,1,1,Purchase,,,"19"" Onyx Black Spinners",2020
a040U000002BaLCQA0,0050U000003lEZMQA2,,V-000395,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtEQAW,,100 kWh,Not Invoiced,,,1,Light Premium,,,Flare,0030U00000qIjv9QAC,130,Loan,,57675,1,,1,1,Ownership,1,,"19"" Onyx Black Spinners",2020
a040U000002BaLDQA0,0050U000003lEZMQA2,,V-000396,2020-05-30T05:27:56.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,0050U000003lEZMQA2,2020-05-30T05:27:57.000+0000,,2020-05-30T05:27:57.000+0000,2020-05-30T05:27:57.000+0000,0010U000012MUtFQAW,1,100 kWh,Not Invoiced,,,1,Black Premium,,,Flare,0030U00000qIjvAQAS,4150,,,,1,,1,,Evaluation,,,"19"" Onyx Black Spinners",2020
